miRNA,SRR5896100,SRR5914587,SRR5914588,SRR5914589,SRR5914590,SRR5914591,SRR5914592,SRR5914593,SRR5914594,SRR5914595,SRR5914596,SRR5914597,SRR5914598,SRR5914599,SRR5914600,SRR5914601,SRR5914602,SRR5914603,SRR5914604,SRR5914605,SRR5914606,SRR5914607,SRR5914608,SRR5914609,SRR5914610,SRR5914611,SRR5914612,SRR5914613,SRR5914614,SRR5914615,SRR5914616,SRR5914617,SRR5914618,SRR5914619,SRR5914620,SRR5914621,SRR5914622,SRR5914623,SRR5914624,SRR5914625,SRR5914626,SRR5914627,SRR5914628,SRR5914629,SRR5914630,SRR5914631,SRR5914632,SRR5914633,SRR5914634,SRR5914635,SRR5914636,SRR5914637,SRR5914638,SRR5914639,SRR5914640,SRR5914641,SRR5914642,SRR5914643,SRR5914644,SRR5914645,SRR5914646,SRR5914647,SRR5914648,SRR5914649,SRR5914650,SRR5914652,SRR5914653,SRR5914654,SRR5914655,SRR5914656,SRR5914657,SRR5914658,SRR5914659,SRR5914660,SRR5914661,SRR5914662,SRR5914663,SRR5914664,SRR5914665,SRR5914666,SRR5914667,SRR5914668,SRR5914669,SRR5914670,SRR5914671,SRR5914672,SRR5914673
Hsa-Mir-582_5p*,76.0,64.0,175.0,23.0,115.0,85.0,0.0,88.0,48.0,15.0,77.0,112.0,32.0,20.0,130.0,83.0,103.0,89.0,213.0,35.0,55.0,28.0,110.0,82.0,109.0,48.0,93.0,84.0,159.0,123.0,212.0,92.0,134.0,95.0,23.0,23.0,143.0,76.0,112.0,126.0,77.0,97.0,26.0,32.0,22.0,139.0,75.0,51.0,11.0,139.0,36.0,100.0,73.0,174.0,72.0,19.0,136.0,106.0,69.0,54.0,52.0,150.0,110.0,97.0,116.0,74.0,87.0,56.0,39.0,72.0,118.0,55.0,71.0,59.0,66.0,71.0,61.0,197.0,99.0,159.0,245.0,79.0,119.0,130.0,76.0,96.0,38.0
Hsa-Mir-582_5p* chr5 segs:1-31 cds:-:59703660-59703690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-584_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-584_3p* chr5 segs:1-29 cds:-:149062327-149062355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-584_5p,401.0,189.0,75.0,61.0,486.0,294.0,0.0,16.0,348.0,136.0,117.0,411.0,163.0,109.0,280.0,127.0,204.0,256.0,132.0,303.0,84.0,40.0,314.0,398.0,164.0,570.0,248.0,200.0,435.0,332.0,103.0,714.0,227.0,435.0,114.0,39.0,255.0,153.0,535.0,384.0,84.0,130.0,56.0,83.0,206.0,290.0,225.0,110.0,103.0,49.0,113.0,146.0,163.0,230.0,772.0,28.0,147.0,185.0,158.0,39.0,784.0,463.0,142.0,75.0,136.0,58.0,123.0,156.0,96.0,126.0,227.0,196.0,290.0,152.0,137.0,60.0,109.0,179.0,68.0,122.0,406.0,401.0,405.0,326.0,130.0,249.0,110.0
Hsa-Mir-584_5p chr5 segs:1-29 cds:-:149062368-149062396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_3p,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,7.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0
Hsa-Mir-585_3p chr5 segs:1-30 cds:-:169263607-169263636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p* chr5 segs:1-30 cds:-:169263643-169263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p*.SNPA chr5 segs:1-30 cds:-:169263643-169263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p*.SNPC chr5 segs:1-30 cds:-:169263643-169263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-589_3p*,9.0,13.0,12.0,6.0,5.0,14.0,0.0,0.0,17.0,5.0,11.0,8.0,0.0,0.0,14.0,13.0,26.0,7.0,6.0,17.0,13.0,3.0,22.0,38.0,7.0,12.0,10.0,12.0,7.0,21.0,12.0,23.0,32.0,22.0,4.0,0.0,29.0,18.0,19.0,21.0,5.0,10.0,4.0,3.0,0.0,25.0,22.0,12.0,11.0,4.0,5.0,13.0,4.0,20.0,9.0,0.0,22.0,29.0,14.0,11.0,18.0,14.0,12.0,5.0,44.0,5.0,11.0,15.0,6.0,19.0,17.0,19.0,17.0,39.0,13.0,5.0,6.0,6.0,16.0,20.0,24.0,0.0,10.0,4.0,7.0,0.0,3.0
Hsa-Mir-589_3p* chr7 segs:1-32 cds:-:5495828-5495859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-589_5p,111.0,99.0,114.0,61.0,97.0,129.0,0.0,66.0,87.0,44.0,48.0,113.0,23.0,94.0,91.0,93.0,111.0,133.0,149.0,69.0,92.0,47.0,149.0,143.0,73.0,119.0,103.0,98.0,94.0,106.0,180.0,120.0,141.0,105.0,52.0,34.0,90.0,140.0,113.0,139.0,141.0,82.0,78.0,70.0,101.0,91.0,91.0,129.0,191.0,132.0,71.0,141.0,67.0,138.0,140.0,39.0,93.0,92.0,89.0,86.0,68.0,129.0,124.0,57.0,186.0,85.0,70.0,102.0,104.0,97.0,73.0,68.0,137.0,165.0,79.0,76.0,48.0,93.0,154.0,150.0,85.0,47.0,152.0,131.0,60.0,80.0,30.0
Hsa-Mir-589_5p chr7 segs:1-31 cds:-:5495866-5495896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-590_3p,80.0,77.0,91.0,57.0,68.0,121.0,0.0,75.0,82.0,33.0,59.0,29.0,13.0,29.0,85.0,75.0,145.0,93.0,99.0,96.0,87.0,35.0,112.0,121.0,88.0,122.0,82.0,31.0,84.0,102.0,147.0,206.0,220.0,104.0,24.0,25.0,155.0,105.0,162.0,160.0,136.0,56.0,47.0,61.0,55.0,93.0,116.0,115.0,11.0,141.0,61.0,58.0,55.0,67.0,75.0,35.0,74.0,85.0,98.0,81.0,102.0,126.0,116.0,53.0,153.0,23.0,117.0,121.0,48.0,93.0,64.0,95.0,90.0,74.0,102.0,44.0,52.0,99.0,58.0,164.0,133.0,57.0,113.0,83.0,81.0,38.0,20.0
Hsa-Mir-590_3p chr7 segs:1-29 cds:+:74191251-74191279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-590_3p.SNPA chr7 segs:1-29 cds:+:74191251-74191279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-590_3p.SNPC chr7 segs:1-29 cds:+:74191251-74191279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-590_5p*,4.0,5.0,6.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,11.0,2.0,3.0,3.0,3.0,7.0,0.0,0.0,0.0,8.0,6.0,7.0,0.0,2.0,6.0,0.0,3.0,10.0,11.0,2.0,0.0,0.0,6.0,3.0,4.0,3.0,8.0,3.0,0.0,0.0,4.0,3.0,5.0,3.0,0.0,9.0,4.0,2.0,4.0,4.0,2.0,0.0,4.0,3.0,3.0,0.0,7.0,13.0,9.0,4.0,0.0,3.0,2.0,4.0,0.0,4.0,2.0,0.0,3.0,4.0,5.0,0.0,0.0,11.0,0.0,0.0,3.0,4.0,3.0,0.0,6.0,0.0,0.0
Hsa-Mir-590_5p* chr7 segs:1-30 cds:+:74191211-74191240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-590_5p*.SNPA chr7 segs:1-30 cds:+:74191211-74191240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-590_5p*.SNPC chr7 segs:1-30 cds:+:74191211-74191240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-592_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-592_3p* chr7 segs:1-30 cds:-:127058103-127058132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-592_5p,208.0,44.0,11.0,154.0,56.0,72.0,0.0,53.0,118.0,131.0,101.0,2.0,2.0,46.0,84.0,216.0,358.0,38.0,56.0,170.0,351.0,189.0,165.0,99.0,60.0,337.0,75.0,123.0,15.0,174.0,6.0,783.0,233.0,68.0,50.0,77.0,54.0,221.0,195.0,293.0,384.0,10.0,38.0,16.0,5.0,268.0,405.0,147.0,3.0,510.0,84.0,0.0,22.0,14.0,265.0,69.0,6.0,125.0,323.0,29.0,485.0,146.0,307.0,43.0,81.0,0.0,75.0,155.0,145.0,50.0,166.0,327.0,146.0,30.0,236.0,48.0,23.0,1098.0,5.0,39.0,48.0,23.0,59.0,41.0,141.0,270.0,11.0
Hsa-Mir-592_5p chr7 segs:1-30 cds:-:127058142-127058171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-597_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-597_3p chr8 segs:1-30 cds:+:9741725-9741754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-597_5p*,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-597_5p* chr8 segs:1-30 cds:+:9741685-9741714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-597_5p*.SNPA chr8 segs:1-30 cds:+:9741685-9741714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-597_5p*.SNPC chr8 segs:1-30 cds:+:9741685-9741714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-598_3p,45.0,14.0,64.0,27.0,9.0,182.0,0.0,13.0,51.0,5.0,62.0,94.0,15.0,25.0,123.0,34.0,35.0,86.0,43.0,101.0,5.0,0.0,71.0,46.0,11.0,62.0,25.0,22.0,76.0,4.0,33.0,36.0,314.0,72.0,28.0,17.0,137.0,107.0,109.0,112.0,127.0,28.0,41.0,47.0,42.0,29.0,107.0,32.0,5.0,102.0,81.0,56.0,38.0,34.0,39.0,35.0,55.0,65.0,38.0,49.0,46.0,47.0,119.0,53.0,110.0,11.0,66.0,25.0,23.0,36.0,95.0,112.0,22.0,108.0,97.0,27.0,51.0,10.0,11.0,77.0,31.0,78.0,72.0,41.0,52.0,57.0,9.0
