miRNA,M6_2,M7,M9,MN1,MN12_1,MN12_2,MN15,MN16,MN18,MN19,MN21,MN28,MN32,MN34,MN5,MN6,P1,P10,P12,P13,P14,P15_1,P15_2,P16,P18,P19,P20,P22,P23,P24,P25,P26,P27,P28,P29
Hsa-Mir-7-P3_5p chr19 segs:1-32 cds:+:4770698-4770729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7151_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7151_3p chr10 segs:1-30 cds:-:67403345-67403374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7151_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7151_5p chr10 segs:1-32 cds:-:67403381-67403412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-744_3p*,35.0,12.0,16.0,18.0,27.0,0.0,26.0,12.0,36.0,38.0,22.0,30.0,14.0,23.0,42.0,12.0,36.0,28.0,8.0,15.0,18.0,30.0,13.0,14.0,23.0,17.0,13.0,16.0,27.0,44.0,12.0,14.0,27.0,36.0,14.0
Hsa-Mir-744_3p* chr17 segs:1-29 cds:+:12081964-12081992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-744_5p,320.0,329.0,117.0,582.0,463.0,237.0,275.0,369.0,544.0,492.0,506.0,764.0,642.0,784.0,747.0,258.0,489.0,495.0,196.0,190.0,387.0,327.0,149.0,71.0,190.0,232.0,250.0,247.0,453.0,884.0,237.0,196.0,422.0,475.0,337.0
Hsa-Mir-744_5p chr17 segs:1-30 cds:+:12081907-12081936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-760_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
Hsa-Mir-760_3p chr1 segs:1-29 cds:+:93846878-93846906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-760_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-760_5p* chr1 segs:1-32 cds:+:93846841-93846872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-766_3p,19.0,18.0,0.0,26.0,41.0,14.0,9.0,20.0,28.0,37.0,30.0,32.0,10.0,26.0,22.0,17.0,28.0,37.0,12.0,37.0,26.0,18.0,17.0,16.0,24.0,38.0,18.0,20.0,49.0,10.0,12.0,29.0,22.0,22.0,40.0
Hsa-Mir-766_3p chrX segs:1-30 cds:-:119646757-119646786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-766_5p*,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-766_5p* chrX segs:1-31 cds:-:119646792-119646822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-769_3p*,19.0,0.0,14.0,16.0,24.0,10.0,0.0,10.0,5.0,11.0,8.0,9.0,0.0,3.0,0.0,0.0,128.0,26.0,0.0,0.0,28.0,10.0,6.0,5.0,0.0,10.0,18.0,9.0,16.0,23.0,8.0,26.0,19.0,20.0,11.0
Hsa-Mir-769_3p* chr19 segs:1-30 cds:+:46018998-46019027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-769_5p,2315.0,644.0,713.0,1704.0,2037.0,2234.0,358.0,1719.0,964.0,1126.0,538.0,859.0,1515.0,755.0,975.0,222.0,5614.0,2407.0,719.0,625.0,2620.0,1393.0,498.0,717.0,691.0,2641.0,1499.0,965.0,1337.0,3634.0,1518.0,3173.0,1919.0,2577.0,990.0
Hsa-Mir-769_5p chr19 segs:1-30 cds:+:46018959-46018988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-770_3p*,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-770_3p* chr14 segs:1-31 cds:+:100852446-100852476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-770_5p,6.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-770_5p chr14 segs:1-33 cds:+:100852407-100852439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7854_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7854_3p chr16 segs:1-32 cds:+:81533940-81533971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7854_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7854_5p* chr16 segs:1-30 cds:+:81533903-81533932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P1a_3p,7019.0,9512.0,6176.0,1580.0,1436.0,2444.0,278.0,1233.0,307.0,779.0,723.0,788.0,2188.0,529.0,1036.0,160.0,15162.0,9471.0,4295.0,9198.0,11055.0,6291.0,867.0,2795.0,1982.0,10206.0,2637.0,5540.0,19425.0,13666.0,8731.0,13766.0,21316.0,3734.0,12307.0
Hsa-Mir-8-P1a_3p chr1 segs:1-31 cds:+:1167914-1167944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P1a_5p*,593.0,390.0,536.0,39.0,197.0,214.0,7.0,64.0,20.0,64.0,27.0,64.0,75.0,27.0,33.0,8.0,1645.0,938.0,463.0,1219.0,1681.0,501.0,110.0,272.0,197.0,675.0,677.0,750.0,1487.0,622.0,786.0,3493.0,1215.0,502.0,588.0
Hsa-Mir-8-P1a_5p* chr1 segs:1-30 cds:+:1167876-1167905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P1b_3p,32341.0,60123.0,25627.0,65740.0,1280.0,14013.0,437.0,11645.0,330.0,1770.0,653.0,336.0,30761.0,463.0,5443.0,219.0,23809.0,175231.0,23674.0,60381.0,16111.0,43034.0,27312.0,14172.0,13080.0,50877.0,9663.0,19297.0,60851.0,169805.0,29448.0,23967.0,46340.0,26454.0,37944.0
Hsa-Mir-8-P1b_3p chr12 segs:1-31 cds:+:6964153-6964183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P1b_5p*,1636.0,406.0,478.0,469.0,48.0,175.0,3.0,181.0,12.0,17.0,11.0,6.0,269.0,6.0,34.0,3.0,914.0,3926.0,1187.0,3133.0,718.0,462.0,195.0,193.0,276.0,754.0,824.0,811.0,953.0,2183.0,1332.0,1003.0,1920.0,555.0,822.0
Hsa-Mir-8-P1b_5p* chr12 segs:1-30 cds:+:6964111-6964140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P2a_3p,44929.0,15909.0,23640.0,3122.0,3598.0,3953.0,939.0,2981.0,814.0,1584.0,2153.0,2376.0,3295.0,2006.0,3035.0,530.0,41675.0,64525.0,21648.0,49950.0,43571.0,15051.0,7685.0,5415.0,7614.0,49719.0,8562.0,30634.0,50293.0,35180.0,60783.0,28627.0,97484.0,16377.0,59563.0
Hsa-Mir-8-P2a_3p chr1 segs:1-31 cds:+:1167158-1167188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P2a_5p*,262.0,113.0,183.0,19.0,33.0,33.0,5.0,22.0,9.0,22.0,11.0,21.0,20.0,10.0,24.0,10.0,323.0,476.0,144.0,415.0,374.0,129.0,69.0,73.0,77.0,462.0,82.0,241.0,503.0,289.0,498.0,404.0,643.0,146.0,347.0
Hsa-Mir-8-P2a_5p* chr1 segs:1-30 cds:+:1167122-1167151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P2b_3p,16147.0,5871.0,3420.0,3172.0,664.0,2918.0,52.0,1537.0,54.0,142.0,66.0,58.0,2654.0,36.0,210.0,40.0,8824.0,47412.0,6773.0,17817.0,6407.0,6943.0,3205.0,2814.0,3772.0,10239.0,6071.0,7627.0,13448.0,17169.0,16195.0,12830.0,19475.0,7629.0,14421.0
Hsa-Mir-8-P2b_3p chr12 segs:1-31 cds:+:6963740-6963770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P2b_5p*,24.0,13.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26.0,58.0,19.0,19.0,25.0,7.0,4.0,0.0,7.0,14.0,29.0,11.0,27.0,35.0,21.0,21.0,51.0,13.0,11.0
Hsa-Mir-8-P2b_5p* chr12 segs:1-30 cds:+:6963701-6963730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P3a_3p,6340.0,6514.0,5425.0,1152.0,579.0,1280.0,142.0,736.0,158.0,332.0,319.0,385.0,1562.0,445.0,715.0,82.0,12494.0,4758.0,3207.0,6052.0,10537.0,3646.0,478.0,2716.0,2737.0,7971.0,3235.0,5425.0,15492.0,11240.0,5803.0,7566.0,11016.0,2375.0,7017.0
Hsa-Mir-8-P3a_3p chr1 segs:1-30 cds:+:1169053-1169082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P3a_5p*,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,6.0,5.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,7.0,6.0,0.0,5.0
Hsa-Mir-8-P3a_5p* chr1 segs:1-29 cds:+:1169018-1169046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-873-v1_3p chr9 segs:1-30 cds:-:28888882-28888911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-873-v1_5p chr9 segs:1-30 cds:-:28888919-28888948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-873-v2_3p* chr9 segs:1-30 cds:-:28888883-28888912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-873-v2_5p chr9 segs:1-30 cds:-:28888918-28888947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-873_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
Hsa-Mir-873_5p,0.0,0.0,0.0,61.0,21.0,33.0,8.0,12.0,22.0,11.0,22.0,19.0,96.0,9.0,5.0,3.0,31.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,7.0,16.0,6.0,19.0,2.0,2.0,17.0,5.0,84.0,0.0
Hsa-Mir-874_3p,446.0,133.0,69.0,374.0,107.0,104.0,141.0,172.0,152.0,279.0,190.0,168.0,203.0,111.0,359.0,96.0,97.0,353.0,75.0,190.0,54.0,270.0,222.0,60.0,117.0,235.0,203.0,102.0,360.0,187.0,476.0,21.0,138.0,452.0,228.0
Hsa-Mir-874_3p chr5 segs:1-31 cds:-:137647575-137647605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-874_5p*,65.0,22.0,7.0,93.0,45.0,45.0,42.0,83.0,36.0,69.0,58.0,42.0,65.0,17.0,57.0,24.0,36.0,36.0,13.0,53.0,15.0,17.0,9.0,27.0,23.0,30.0,67.0,41.0,90.0,29.0,79.0,9.0,19.0,118.0,29.0
Hsa-Mir-874_5p* chr5 segs:1-31 cds:-:137647612-137647642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-875_3p* chr8 segs:1-30 cds:-:99536790-99536819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-875_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-875_5p chr8 segs:1-30 cds:-:99536824-99536853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-876_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-876_3p chr9 segs:1-30 cds:-:28863630-28863659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-876_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-876_5p* chr9 segs:1-30 cds:-:28863667-28863696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-885_3p*,0.0,0.0,0.0,0.0,46.0,0.0,20.0,0.0,71.0,96.0,38.0,107.0,0.0,44.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-885_3p* chr3 segs:1-30 cds:-:10394493-10394522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-885_5p,0.0,122.0,0.0,4.0,1661.0,0.0,571.0,31.0,1144.0,836.0,1061.0,1783.0,2.0,756.0,1227.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Hsa-Mir-885_5p chr3 segs:1-30 cds:-:10394525-10394554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-887_3p,149.0,42.0,76.0,247.0,98.0,109.0,27.0,226.0,41.0,46.0,87.0,60.0,71.0,39.0,60.0,28.0,123.0,117.0,52.0,73.0,37.0,101.0,52.0,50.0,49.0,60.0,59.0,59.0,155.0,52.0,56.0,59.0,96.0,165.0,50.0
Hsa-Mir-887_3p chr5 segs:1-33 cds:+:15935227-15935259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-887_5p,7.0,3.0,0.0,8.0,7.0,17.0,4.0,19.0,0.0,7.0,0.0,0.0,8.0,7.0,7.0,0.0,10.0,10.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,8.0,3.0,0.0,10.0,0.0,7.0,10.0,6.0,24.0,5.0
Hsa-Mir-887_5p chr5 segs:1-31 cds:+:15935187-15935217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-9-P1_3p* chr1 segs:1-30 cds:-:156420348-156420377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-9-P1_3p*/P2_3p*/P3_3p*,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-9-P1_5p chr1 segs:1-31 cds:-:156420386-156420416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-9-P1_5p/P2_5p/P3_5p,51.0,19.0,64.0,23.0,127.0,49.0,34.0,369.0,75.0,33.0,40.0,30.0,8.0,43.0,299.0,34.0,51.0,52.0,29.0,69.0,67.0,57.0,25.0,49.0,75.0,196.0,247.0,107.0,471.0,16.0,22.0,93.0,24.0,36.0,83.0
Hsa-Mir-9-P2_3p* chr5 segs:1-30 cds:-:88666860-88666889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-9-P2_5p chr5 segs:1-31 cds:-:88666896-88666926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-9-P3_3p* chr15 segs:1-30 cds:+:89368069-89368098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
