miRNA,115N_RPI22_CGTACG_S50_L006_R1_001,115T_RPI33_CAGGCG_S49_L006_R1_001,138N3_RPI23_GAGTGG_S52_L006_R1_001,154N3_RPI24_GGTAGC_S54_L006_R1_001,189b_RPI36_CCAACA_S53_L006_R1_001,COMET-0003M1-1_RPI25_ACTGAT_S31_L006_R1_001,COMET-0003NLi1_RPI13_AGTCAA_S32_L006_R1_001,COMET-0011M1-1_RPI26_ATGAGC_S33_L006_R1_001,COMET-0011NLi_RPI14_AGTTCC_S34_L006_R1_001,COMET-0014M1-1_RPI27_ATTCCT_S35_L006_R1_001,COMET-0014NLi1_RPI15_ATGTCA_S36_L006_R1_001,COMET-0016M1-1_RPI28_CAAAAG_S37_L006_R1_001,COMET-0016NLi1_RPI16_CCGTCC_S38_L006_R1_001,COMET-0026M1-1_RPI29_CAACTA_S39_L006_R1_001,COMET-0026NLi1_RPI17_GTAGAG_S40_L006_R1_001,COMET-0027M3-1_RPI30_CACCGG_S41_L006_R1_001,COMET-0027NLi1_RPI18_GTCCGC_S42_L006_R1_001,COMET-0028M1-1_RPI31_CACGAT_S43_L006_R1_001,COMET-0028NLi1_RPI19_GTGAAA_S44_L006_R1_001,COMET-0035M1-1_RPI32_CACTCA_S45_L006_R1_001,COMET-0035NLi1_RPI20_GTGGCC_S46_L006_R1_001,COMET-0059M1-1_RPI34_CATGGC_S47_L006_R1_001,COMET-0059NLi1_RPI21_GTTTCG_S48_L006_R1_001,GCF0196-0001Me_RPI1__ATCACG__S1_R1_001,GCF0196-0002Me_RPI2__CGATGT__S4_R1_001,GCF0196-0004Me_RPI6__GCCAAT__S16_R1_001,GCF0196-000PC1_RPI18__GTCCGC__S6_R1_001,GCF0196-000PC4_RPI19__GTGAAA__S9_R1_001,GCF0196-001NLU_RPI8__ACTTGA__S22_R1_001,GCF0196-0020Me_RPI7__CAGATC__S19_R1_001,GCF0196-0029Me_RPI3__TTAGGC__S7_R1_001,GCF0196-002NLU_RPI9__GATCAG__S2_R1_001,GCF0196-004NLU_RPI13__AGTCAA__S14_R1_001,GCF0196-0056Me_RPI4__TGACCA__S10_R1_001,GCF0196-00PC83_RPI15__ATGTCA__S20_R1_001,GCF0196-020NLU_RPI14__AGTTCC__S17_R1_001,GCF0196-029NLU_RPI10__TAGCTT__S5_R1_001,GCF0196-056NLU_RPI11__GGCTAC__S8_R1_001,GCF0196-0701Me_RPI5__ACAGTG__S13_R1_001,GCF0196-0PC031_RPI20__GTGGCC__S12_R1_001,GCF0196-0PC084_RPI21__GTTTCG__S15_R1_001,GCF0196-0PC095_RPI22__CGTACG__S18_R1_001,GCF0196-0PC104_RPI16__CCGTCC__S23_R1_001,GCF0196-0PC137_RPI24__GGTAGC__S24_R1_001,GCF0196-0PC146_RPI17__GTAGAG__S3_R1_001,GCF0196-701NLU_RPI12__CTTGTA__S11_R1_001,GCF0196-PCB752_RPI23__GAGTGG__S21_R1_001,LARC-EX_138T_RPI35_CATTTT_S51_L006_R1_001
Hsa-Mir-675_5p* chr11 segs:1-31 cds:-:1996794-1996824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-676_3p,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,5.0,11.0,44.0,10.0,8.0,0.0,0.0,12.0,8.0,50.0,0.0,12.0,29.0,29.0,15.0,16.0,5.0,5.0,9.0,8.0,5.0,4.0,42.0,7.0,9.0
Hsa-Mir-676_3p chrX segs:1-29 cds:+:70022897-70022925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-676_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Hsa-Mir-676_5p* chrX segs:1-29 cds:+:70022862-70022890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P1_3p*,109.0,181.0,119.0,153.0,73.0,225.0,9.0,33.0,29.0,22.0,5.0,39.0,8.0,88.0,9.0,126.0,10.0,85.0,14.0,182.0,15.0,149.0,5.0,40.0,79.0,291.0,88.0,199.0,13.0,157.0,230.0,26.0,136.0,384.0,114.0,133.0,106.0,122.0,263.0,143.0,93.0,91.0,86.0,27.0,176.0,166.0,26.0,213.0
Hsa-Mir-7-P1_3p* chr9 segs:1-30 cds:-:83969765-83969794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P1_5p chr9 segs:1-32 cds:-:83969805-83969836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P1_5p/P2_5p/P3_5p,59.0,161.0,60.0,96.0,290.0,634.0,3.0,47.0,2.0,153.0,0.0,274.0,4.0,125.0,3.0,132.0,5.0,357.0,0.0,424.0,2.0,637.0,8.0,479.0,74.0,2212.0,116.0,226.0,0.0,571.0,351.0,12.0,76.0,2474.0,78.0,69.0,35.0,62.0,292.0,1535.0,101.0,115.0,150.0,13.0,582.0,75.0,13.0,237.0
Hsa-Mir-7-P2_3p*,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P2_3p* chr15 segs:1-30 cds:+:88611894-88611923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P2_5p chr15 segs:1-32 cds:+:88611854-88611885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P3_3p*,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P3_3p* chr19 segs:1-30 cds:+:4770736-4770765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P3_5p chr19 segs:1-32 cds:+:4770698-4770729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7151_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7151_3p chr10 segs:1-30 cds:-:67403345-67403374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7151_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7151_5p chr10 segs:1-32 cds:-:67403381-67403412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-744_3p*,18.0,23.0,33.0,29.0,17.0,90.0,12.0,6.0,18.0,6.0,6.0,4.0,6.0,46.0,6.0,41.0,7.0,39.0,10.0,26.0,33.0,39.0,12.0,15.0,23.0,64.0,24.0,68.0,3.0,55.0,43.0,8.0,66.0,55.0,86.0,35.0,17.0,40.0,75.0,43.0,33.0,23.0,17.0,32.0,41.0,47.0,87.0,16.0
Hsa-Mir-744_3p* chr17 segs:1-29 cds:+:12081964-12081992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-744_5p,293.0,296.0,242.0,395.0,368.0,1324.0,446.0,306.0,429.0,511.0,248.0,227.0,261.0,402.0,245.0,640.0,399.0,810.0,336.0,403.0,111.0,713.0,276.0,546.0,261.0,542.0,566.0,591.0,396.0,370.0,302.0,383.0,883.0,313.0,639.0,515.0,522.0,727.0,468.0,421.0,562.0,346.0,361.0,387.0,402.0,452.0,722.0,370.0
Hsa-Mir-744_5p chr17 segs:1-30 cds:+:12081907-12081936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-760_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.0,0.0,30.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,11.0,0.0,0.0,0.0,14.0
Hsa-Mir-760_3p chr1 segs:1-29 cds:+:93846878-93846906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-760_5p*,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-760_5p* chr1 segs:1-32 cds:+:93846841-93846872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-766_3p,54.0,26.0,49.0,129.0,41.0,181.0,66.0,8.0,31.0,62.0,42.0,21.0,20.0,32.0,12.0,52.0,15.0,25.0,24.0,11.0,20.0,61.0,0.0,56.0,66.0,35.0,44.0,56.0,27.0,48.0,113.0,24.0,56.0,38.0,38.0,156.0,52.0,62.0,64.0,42.0,61.0,66.0,24.0,36.0,97.0,54.0,25.0,83.0
Hsa-Mir-766_3p chrX segs:1-30 cds:-:119646757-119646786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-766_5p*,0.0,0.0,0.0,14.0,0.0,6.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Hsa-Mir-766_5p* chrX segs:1-31 cds:-:119646792-119646822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-769_3p*,11.0,12.0,8.0,16.0,4.0,32.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0,0.0,18.0,0.0,7.0,0.0,13.0,0.0,0.0,0.0,42.0,6.0,29.0,11.0,29.0,4.0,41.0,24.0,9.0,27.0,11.0,33.0,22.0,23.0,22.0,27.0,10.0,25.0,14.0,19.0,14.0,26.0,31.0,8.0,18.0
Hsa-Mir-769_3p* chr19 segs:1-30 cds:+:46018998-46019027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-769_5p,998.0,1128.0,1743.0,1700.0,1405.0,4309.0,460.0,518.0,547.0,955.0,162.0,1078.0,207.0,898.0,141.0,2788.0,208.0,2209.0,236.0,2327.0,409.0,2575.0,281.0,3778.0,957.0,3454.0,1914.0,2671.0,379.0,2051.0,3051.0,1120.0,3551.0,1985.0,4898.0,3509.0,3426.0,3000.0,3567.0,1519.0,1613.0,1566.0,1842.0,1777.0,2298.0,3485.0,1430.0,3011.0
Hsa-Mir-769_5p chr19 segs:1-30 cds:+:46018959-46018988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-770_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-770_3p* chr14 segs:1-31 cds:+:100852446-100852476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-770_5p,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,8.0,6.0,0.0,0.0,0.0,3.0,0.0
Hsa-Mir-770_5p chr14 segs:1-33 cds:+:100852407-100852439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7854_3p,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7854_3p chr16 segs:1-32 cds:+:81533940-81533971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7854_5p*,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7854_5p* chr16 segs:1-30 cds:+:81533903-81533932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P1a_3p,3270.0,7834.0,7297.0,9201.0,3544.0,8691.0,157.0,3270.0,206.0,4015.0,67.0,2039.0,57.0,18089.0,44.0,2106.0,61.0,4643.0,122.0,19411.0,191.0,9820.0,196.0,4583.0,12890.0,9685.0,3027.0,25534.0,278.0,24144.0,10479.0,444.0,7296.0,30501.0,16471.0,5015.0,3640.0,3573.0,30002.0,8461.0,3318.0,4885.0,6965.0,9.0,5214.0,2781.0,12.0,7496.0
Hsa-Mir-8-P1a_3p chr1 segs:1-31 cds:+:1167914-1167944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P1a_5p*,267.0,789.0,461.0,420.0,531.0,857.0,6.0,191.0,11.0,462.0,8.0,196.0,0.0,994.0,0.0,166.0,3.0,347.0,0.0,831.0,7.0,766.0,9.0,378.0,1766.0,1698.0,394.0,2518.0,23.0,3178.0,1692.0,22.0,441.0,3012.0,2559.0,266.0,263.0,237.0,2943.0,1386.0,445.0,846.0,844.0,0.0,731.0,209.0,0.0,693.0
Hsa-Mir-8-P1a_5p* chr1 segs:1-30 cds:+:1167876-1167905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P1b_3p,8462.0,36262.0,20696.0,43704.0,14326.0,65478.0,166.0,40952.0,216.0,10044.0,128.0,6576.0,131.0,72188.0,100.0,11775.0,111.0,39649.0,136.0,177121.0,233.0,67880.0,220.0,45650.0,39155.0,49807.0,12940.0,155819.0,1974.0,114904.0,53818.0,6722.0,119257.0,207416.0,109523.0,130989.0,87794.0,68673.0,267420.0,39678.0,14698.0,23449.0,35566.0,130.0,29229.0,65034.0,55.0,20018.0
Hsa-Mir-8-P1b_3p chr12 segs:1-31 cds:+:6964153-6964183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P1b_5p*,275.0,1351.0,395.0,630.0,771.0,1815.0,0.0,459.0,4.0,189.0,7.0,176.0,2.0,1286.0,7.0,329.0,0.0,1259.0,0.0,2072.0,11.0,1983.0,7.0,545.0,1082.0,3807.0,235.0,2536.0,25.0,1696.0,1583.0,63.0,920.0,3510.0,2770.0,908.0,590.0,690.0,3077.0,1908.0,446.0,909.0,1071.0,0.0,913.0,680.0,0.0,625.0
Hsa-Mir-8-P1b_5p* chr12 segs:1-30 cds:+:6964111-6964140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P2a_3p,23788.0,33610.0,45790.0,36707.0,35425.0,40423.0,765.0,15616.0,704.0,39882.0,448.0,25660.0,355.0,68822.0,241.0,10775.0,481.0,24927.0,745.0,52229.0,634.0,87460.0,635.0,20248.0,72648.0,37361.0,11941.0,49256.0,842.0,52062.0,36209.0,1713.0,9741.0,73241.0,42873.0,6250.0,5138.0,5165.0,86525.0,41710.0,16973.0,26141.0,33922.0,25.0,18112.0,4707.0,52.0,50485.0
Hsa-Mir-8-P2a_3p chr1 segs:1-31 cds:+:1167158-1167188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-8-P2a_5p*,236.0,304.0,532.0,473.0,262.0,358.0,0.0,123.0,4.0,551.0,7.0,287.0,6.0,642.0,3.0,61.0,0.0,167.0,10.0,427.0,4.0,628.0,5.0,262.0,640.0,298.0,82.0,434.0,11.0,663.0,350.0,26.0,104.0,990.0,621.0,60.0,65.0,68.0,807.0,315.0,168.0,312.0,267.0,0.0,173.0,31.0,0.0,597.0
Hsa-Mir-8-P2a_5p* chr1 segs:1-30 cds:+:1167122-1167151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
